Ad_ID,Advertiser,State,Date_Aired,Nostalgia_Binary,Transcript
T_029,Trump Campaign,Georgia,2024-09-22,1,Small businesses were booming under President Trump. Main Street was thriving. The American entrepreneur was unleashed. Let's restore that spirit.
H_258,Harris Campaign,North Carolina,2024-10-04,0,Trump had four years and he didn't fix healthcare. Harris will actually protect your coverage and lower your costs.
H_222,Harris Campaign,Arizona,2024-11-03,1,America's golden age is just ahead. Together we will make America powerful again. We will make America wealthy again. We will make America strong again. We will make America proud again.
H_326,Harris Campaign,Michigan,2024-11-01,0,"Kamala Harris was the deciding vote on the Inflation Reduction Act, which raised the tax burden on the middle class. Trump will end taxes on tips and overtime."
T_094,Trump Campaign,North Carolina,2024-09-15,0,"Millions of illegal immigrants, traffickers, and drugs coming into our country. Our country has gone to hell. We need to secure the border now."
H_301,Harris Campaign,Arizona,2024-09-19,0,Trump's economic policies would weaken the economy and hurt working people. He has no intention to grow our middle class.
H_343,Harris Campaign,Michigan,2024-10-24,0,Donald Trump brags about overturning Roe. Now women are being turned away from emergency rooms. Harris will restore reproductive rights.
T_066,Trump Campaign,Pennsylvania,2024-10-25,1,The President Trump tax cuts put money back in your pocket. Your paycheck went further. Your family did better. Let's restore that prosperity.
M_177,MAGA Inc,Pennsylvania,2024-09-08,1,America's golden age is just ahead. Together we will make America powerful again. We will make America wealthy again. We will make America strong again. We will make America proud again.
H_265,Harris Campaign,North Carolina,2024-11-02,0,Donald Trump's tariff policies are a massive tax on the American people. Working Americans would pay for it.
H_239,Harris Campaign,Arizona,2024-09-26,0,Trump wants a massive sales tax on everything you buy. His tariffs will cost your family thousands.
F_393,FF PAC,Wisconsin,2024-10-25,0,Donald Trump was found liable for fraud. He's been indicted on 91 felony counts. Is this who you want leading America?
F_429,FF PAC,Michigan,2024-10-02,0,I'm a construction worker. I voted Trump twice. But his tariffs hurt my business. I'm voting Harris because she has a plan.
M_163,MAGA Inc,North Carolina,2024-10-04,1,What we have built together is the greatest movement in history. We're uniting everyone who simply wants to do one thing: make America great again.
F_425,FF PAC,Georgia,2024-11-04,0,"The cost of living in America is still too high. You know it and I know it. We need new solutions, not old approaches."
H_358,Harris Campaign,Pennsylvania,2024-10-15,0,Harris's IRS targeted tipped workers. She expanded audits on the middle class. Trump will end taxes on tips.
H_295,Harris Campaign,Pennsylvania,2024-11-03,0,"I will never forget what Donald Trump did when Hurricane Maria devastated Puerto Rico. As president, I will always fight for you."
H_210,Harris Campaign,Nevada,2024-09-28,1,President President Trump rebuilt our military and restored American strength around the world. Our allies respected us. Our enemies feared us. We'll have that again. I'm Donald Trump and I approve this message.
H_211,Harris Campaign,Michigan,2024-10-21,1,We renegotiated terrible trade deals. American workers finally got a fair shake. Manufacturing came home. We're bringing it all back.
H_270,Harris Campaign,North Carolina,2024-09-05,0,"Kamala Harris was the deciding vote on the Inflation Reduction Act, which raised the tax burden on the middle class. Trump will end taxes on tips and overtime."
H_246,Harris Campaign,Georgia,2024-11-01,0,I'm a construction worker. I voted Trump twice. But his tariffs hurt my business. I'm voting Harris because she has a plan.
F_416,FF PAC,North Carolina,2024-09-18,0,Donald Trump was found liable for fraud. He's been indicted on 91 felony counts. Is this who you want leading America?
M_159,MAGA Inc,Arizona,2024-09-12,1,We built the greatest economy in history. We can do it again. It's time to bring it all back. Make America Great Again.
H_349,Harris Campaign,Georgia,2024-11-02,0,I'm a construction worker. I voted Trump twice. But his tariffs hurt my business. I'm voting Harris because she has a plan.
F_436,FF PAC,Georgia,2024-11-04,0,A new generation of leadership. Someone who fights for working people every single day. That's Kamala Harris.
H_365,Harris Campaign,Pennsylvania,2024-10-04,0,Donald Trump brags about overturning Roe. Now women are being turned away from emergency rooms. Harris will restore reproductive rights.
T_067,Trump Campaign,Georgia,2024-09-26,1,We built the greatest economy in history. We can do it again. It's time to bring it all back. Make America Great Again.
H_283,Harris Campaign,Georgia,2024-10-20,0,I'm a construction worker. I voted Trump twice. But his tariffs hurt my business. I'm voting Harris because she has a plan.
H_240,Harris Campaign,Pennsylvania,2024-10-18,0,"Trump wants to give tax breaks to billionaires, but I have plans to help working families. I'm going to crack down on price gouging."
M_189,MAGA Inc,Pennsylvania,2024-10-31,1,"Return to peace through strength. Four years ago, our country was feared and respected. Under Trump, America will soon be feared and respected again."
H_388,Harris Campaign,Nevada,2024-10-29,0,Kamala Harris will fight to cap prescription drug prices. Medicare can finally negotiate. That's change that helps real people.
H_284,Harris Campaign,Wisconsin,2024-11-03,0,Trump wants a massive sales tax on everything you buy. His tariffs will cost your family thousands.
M_185,MAGA Inc,Wisconsin,2024-10-21,1,Our borders were secure. Our communities were safe. Our laws were enforced. It's time to restore order to America.
H_378,Harris Campaign,Wisconsin,2024-11-01,0,Trump's billionaire friends get richer while you pay more. Kamala Harris will cap the price of insulin at $35 a month.
H_253,Harris Campaign,Wisconsin,2024-11-02,0,"At the end of the day, it comes down to this: who will fight for you? Kamala Harris has spent her career fighting for working people."
T_122,Trump Campaign,Michigan,2024-09-09,0,"Millions of illegal immigrants, traffickers, and drugs coming into our country. Our country has gone to hell. We need to secure the border now."
T_072,Trump Campaign,Michigan,2024-10-09,1,What we have built together is the greatest movement in history. We're uniting everyone who simply wants to do one thing: make America great again.
F_439,FF PAC,Arizona,2024-09-02,0,"I'm not rich as hell. I work hard. I scrape to get by. Donald Trump wants to give tax breaks to billionaires, but Kamala Harris has plans to help us."
H_360,Harris Campaign,Pennsylvania,2024-11-01,0,Kamala Harris will fight to cap prescription drug prices. Medicare can finally negotiate. That's change that helps real people.
T_115,Trump Campaign,Arizona,2024-11-04,0,"Millions of illegal immigrants, traffickers, and drugs coming into our country. Our country has gone to hell. We need to secure the border now."
H_261,Harris Campaign,North Carolina,2024-10-03,0,Trump had four years and he didn't fix healthcare. Harris will actually protect your coverage and lower your costs.
F_400,FF PAC,North Carolina,2024-11-02,0,"I'm a lifelong Republican and I voted for Trump twice, but I can't do it again. His tariffs made everything more expensive."
T_090,Trump Campaign,Arizona,2024-11-05,0,Donald Trump brags about overturning Roe. Now women are being turned away from emergency rooms. Harris will restore reproductive rights.
F_421,FF PAC,Pennsylvania,2024-10-20,0,America Forward Tax Credits for businesses that invest in key strategic industries. Steel. Biotechnology. AI. Semiconductors.
T_081,Trump Campaign,Georgia,2024-09-14,0,"The border is in crisis. Fentanyl is flooding our communities. We need action now, not more empty promises."
M_154,MAGA Inc,Nevada,2024-09-10,1,The greatest economic recovery in American history happened under President Trump. Jobs came roaring back. We can do it again.
M_149,MAGA Inc,Arizona,2024-09-16,1,Our factories were humming. Our workers were thriving. Our families were prospering. It's time to return to that America.
H_278,Harris Campaign,Wisconsin,2024-10-15,0,I'm a construction worker. I voted Trump twice. But his tariffs hurt my business. I'm voting Harris because she has a plan.
H_282,Harris Campaign,Arizona,2024-11-02,0,"We're not going back. We are fighting for our future and not letting some people take us back. In America, freedom is ours by right."
T_034,Trump Campaign,Nevada,2024-11-01,1,Our cities will be safe. Our streets will be clean. Our border will be secure. We're going to restore law and order like we had four years ago.
M_178,MAGA Inc,Arizona,2024-11-01,1,We built the greatest economy in history. We can do it again. It's time to bring it all back. Make America Great Again.
H_342,Harris Campaign,Wisconsin,2024-10-17,0,"We're not going back. We are fighting for our future and not letting some people take us back. In America, freedom is ours by right."
M_164,MAGA Inc,Nevada,2024-11-01,1,Remember when gas was under two dollars? Remember when you could afford groceries? Remember when the border was secure? Trump delivered once. He'll deliver again.
H_350,Harris Campaign,Pennsylvania,2024-09-25,0,I'm a construction worker. I voted Trump twice. But his tariffs hurt my business. I'm voting Harris because she has a plan.
T_045,Trump Campaign,North Carolina,2024-10-10,1,"Under President Trump, we achieved energy dominance. Gas prices fell. Utility bills dropped. American energy workers thrived. We'll do it again."
F_390,FF PAC,North Carolina,2024-11-02,0,Donald Trump was found liable for fraud. He's been indicted on 91 felony counts. Is this who you want leading America?
T_089,Trump Campaign,Nevada,2024-09-22,0,A defenseless young girl was brutally attacked by an illegal alien. Biden's weak border policies failed her. We need border security now.
H_232,Harris Campaign,Georgia,2024-09-05,0,America Forward Tax Credits for businesses that invest in key strategic industries. Steel. Biotechnology. AI. Semiconductors.
T_038,Trump Campaign,Michigan,2024-10-28,1,"Like the heroes who built and defended this nation before us, we will never give up. We will restore our nation of, by, and for the people. We will Make America Great Again. I'm Donald Trump and I approve this message."
T_070,Trump Campaign,North Carolina,2024-09-28,1,Small businesses were booming under Trump. Main Street was thriving. The American entrepreneur was unleashed. Let's restore that spirit. I'm Donald Trump and I approve this message.
T_063,Trump Campaign,Nevada,2024-09-18,1,"For decades, politicians sold our jobs overseas. They rejected our history and our values. In 2016, President President Trump reignited the American Spirit and called on us to renew our National Pride."
T_103,Trump Campaign,Wisconsin,2024-11-03,0,Harris promises a lot but delivers nothing. Four years as VP and what has changed? Prices up. Crime up. Chaos everywhere.
H_252,Harris Campaign,Arizona,2024-11-05,0,"At the end of the day, it comes down to this: who will fight for you? Kamala Harris has spent her career fighting for working people."
H_356,Harris Campaign,Nevada,2024-10-26,0,"I'm a lifelong Republican and I voted for Trump twice, but I can't do it again. His tariffs made everything more expensive."
M_147,MAGA Inc,Wisconsin,2024-10-11,1,"Four years ago, our country was feared and respected around the world. We will soon have that back. America is coming back stronger than ever."
H_314,Harris Campaign,Wisconsin,2024-09-13,0,"At the end of the day, it comes down to this: who will fight for you? Kamala Harris has spent her career fighting for working people."
T_110,Trump Campaign,Nevada,2024-10-08,0,"I'm not rich as hell. I work hard. I scrape to get by. Donald Trump wants to give tax breaks to billionaires, but Kamala Harris has plans to help us."
F_433,FF PAC,Nevada,2024-09-25,0,Donald Trump's tariff policies are a massive tax on the American people. Working Americans would pay for it.
H_361,Harris Campaign,Wisconsin,2024-11-04,0,Harris's IRS targeted tipped workers. She expanded audits on the middle class. Trump will end taxes on tips.
T_134,Trump Campaign,Wisconsin,2024-09-12,0,Harris cast the tie-breaking vote that sent inflation soaring. Your grocery bill went up. Your rent went up. She did that.
T_135,Trump Campaign,Nevada,2024-09-25,0,A new generation of leadership. Someone who fights for working people every single day. That's Kamala Harris.
T_061,Trump Campaign,Arizona,2024-09-21,1,The Trump administration brought back jobs that Obama said were gone forever. Manufacturing returned. Steel mills reopened. We can restore that prosperity.
H_288,Harris Campaign,Nevada,2024-11-02,0,"At the end of the day, it comes down to this: who will fight for you? Kamala Harris has spent her career fighting for working people."
M_199,MAGA Inc,Michigan,2024-11-04,0,Protect Social Security. Trump's plan would cut benefits. Harris will fight for the benefits you earned.
H_266,Harris Campaign,Georgia,2024-09-11,0,"I will never forget what Donald Trump did when Hurricane Maria devastated Puerto Rico. As president, I will always fight for you."
H_256,Harris Campaign,Pennsylvania,2024-11-03,0,"I'm not rich as hell. I work hard. I scrape to get by. Donald Trump wants to give tax breaks to billionaires, but Kamala Harris has plans to help us."
T_096,Trump Campaign,Nevada,2024-10-16,0,"At the end of the day, it comes down to this: who will fight for you? Kamala Harris has spent her career fighting for working people."
H_377,Harris Campaign,Nevada,2024-11-04,0,"I will never forget what Donald Trump did when Hurricane Maria devastated Puerto Rico. As president, I will always fight for you."
T_014,Trump Campaign,North Carolina,2024-09-08,1,"For decades, politicians sold our jobs overseas. They rejected our history and our values. In 2016, President President Trump reignited the American Spirit and called on us to renew our National Pride."
T_059,Trump Campaign,Arizona,2024-09-22,1,The Trump administration brought back jobs that Obama said were gone forever. Manufacturing returned. Steel mills reopened. We can restore that prosperity.
T_128,Trump Campaign,Nevada,2024-10-05,0,Harris's IRS targeted tipped workers. She expanded audits on the middle class. Trump will end taxes on tips.
M_143,MAGA Inc,Arizona,2024-09-17,1,President Trump rebuilt our military and restored American strength around the world. Our allies respected us. Our enemies feared us. We'll have that again.
H_333,Harris Campaign,North Carolina,2024-10-03,0,Trump wants a massive sales tax on everything you buy. His tariffs will cost your family thousands.
M_161,MAGA Inc,Georgia,2024-11-04,1,"President President Trump's policies were like rocket fuel to the economy, especially to the middle class. We need to bring back that prosperity."
M_204,MAGA Inc,Nevada,2024-10-23,0,The Biden-Harris administration abandoned Americans in Afghanistan. They left our allies behind. They embarrassed our nation.
F_409,FF PAC,Michigan,2024-09-12,0,"Trump doesn't have a plan. After almost 10 years of seeking the presidency, he still only has concepts of a plan."
H_272,Harris Campaign,Pennsylvania,2024-09-09,0,I intend to chart a new way forward and grow America's middle class. Donald Trump intends to take America backward to the failed policies of the past.
T_071,Trump Campaign,Michigan,2024-10-10,1,Our cities will be safe. Our streets will be clean. Our border will be secure. We're going to restore law and order like we had four years ago.
H_294,Harris Campaign,Pennsylvania,2024-09-03,0,"At the end of the day, it comes down to this: who will fight for you? Kamala Harris has spent her career fighting for working people."
T_040,Trump Campaign,Georgia,2024-09-18,1,Our borders were secure. Our communities were safe. Our laws were enforced. It's time to restore order to America.
F_435,FF PAC,Arizona,2024-11-03,0,I'm a construction worker. I voted Trump twice. But his tariffs hurt my business. I'm voting Harris because she has a plan.
M_191,MAGA Inc,Arizona,2024-10-27,0,Kamala Harris wants to defund the police. Crime is out of control. Our families aren't safe. We need tough-on-crime leadership.
M_190,MAGA Inc,Nevada,2024-10-17,0,Kamala Harris laughed when asked about the border crisis. She thinks it's a joke. American families don't think it's funny.
H_231,Harris Campaign,Arizona,2024-10-24,0,"At the end of the day, it comes down to this: who will fight for you? Kamala Harris has spent her career fighting for working people."
F_410,FF PAC,Pennsylvania,2024-10-30,0,"Trump wants to give tax breaks to billionaires, but I have plans to help working families. I'm going to crack down on price gouging."
T_079,Trump Campaign,Arizona,2024-11-04,0,Donald Trump brags about overturning Roe. Now women are being turned away from emergency rooms. Harris will restore reproductive rights.
H_310,Harris Campaign,Arizona,2024-10-01,0,"The cost of living in America is still too high. You know it and I know it. We need new solutions, not old approaches."
T_017,Trump Campaign,Wisconsin,2024-10-24,1,"Under President President Trump, we achieved energy dominance. Gas prices fell. Utility bills dropped. American energy workers thrived. We'll do it again."
H_291,Harris Campaign,Nevada,2024-09-11,0,"At the end of the day, it comes down to this: who will fight for you? Kamala Harris has spent her career fighting for working people."
M_197,MAGA Inc,Arizona,2024-11-03,0,"Kamala Harris supported defunding the police, eliminating ICE, and banning fracking. Too extreme for America."
M_186,MAGA Inc,Wisconsin,2024-09-30,1,We had the strongest economy in the history of our country. Record low unemployment. Rising wages. We're going to bring all of that back.
M_188,MAGA Inc,Pennsylvania,2024-11-04,1,"This will truly be the golden age of America. We will help our country heal. Because together, we can truly make America great again for all Americans. I'm Donald Trump and I approve this message."
H_331,Harris Campaign,Georgia,2024-10-18,0,A new generation of leadership. Someone who fights for working people every single day. That's Kamala Harris.
F_399,FF PAC,Michigan,2024-09-27,0,"I'm not rich as hell. I work hard. I scrape to get by. Donald Trump wants to give tax breaks to billionaires, but Kamala Harris has plans to help us."
T_121,Trump Campaign,Nevada,2024-11-05,0,Harris cast the tie-breaking vote that sent inflation soaring. Your grocery bill went up. Your rent went up. She did that.
T_035,Trump Campaign,Arizona,2024-09-17,1,"Four years ago, our country was feared and respected around the world. We will soon have that back. America is coming back stronger than ever."
T_065,Trump Campaign,North Carolina,2024-09-29,1,There was a time when you could fill up your tank without breaking the bank. When groceries didn't cost a fortune. Trump will bring those days back.
T_018,Trump Campaign,Georgia,2024-09-17,1,We renegotiated terrible trade deals. American workers finally got a fair shake. Manufacturing came home. We're bringing it all back.
H_225,Harris Campaign,Wisconsin,2024-10-08,0,I'm a construction worker. I voted Trump twice. But his tariffs hurt my business. I'm voting Harris because she has a plan.
F_401,FF PAC,Pennsylvania,2024-11-04,0,Protect Social Security. Trump's plan would cut benefits. Harris will fight for the benefits you earned.
F_415,FF PAC,Pennsylvania,2024-09-09,0,"I'm not rich as hell. I work hard. I scrape to get by. Donald Trump wants to give tax breaks to billionaires, but Kamala Harris has plans to help us."
H_312,Harris Campaign,Michigan,2024-09-05,0,Donald Trump was found liable for fraud. He's been indicted on 91 felony counts. Is this who you want leading America?
T_074,Trump Campaign,Arizona,2024-09-19,1,The Trump administration brought back jobs that Obama said were gone forever. Manufacturing returned. Steel mills reopened. We can restore that prosperity.
T_016,Trump Campaign,Nevada,2024-10-05,1,The Trump administration brought back jobs that Obama said were gone forever. Manufacturing returned. Steel mills reopened. We can restore that prosperity.
T_082,Trump Campaign,Michigan,2024-11-02,0,Trump had four years and he didn't fix healthcare. Harris will actually protect your coverage and lower your costs.
H_348,Harris Campaign,Pennsylvania,2024-09-09,0,"I'm not rich as hell. I work hard. I scrape to get by. Donald Trump wants to give tax breaks to billionaires, but Kamala Harris has plans to help us."
H_384,Harris Campaign,Georgia,2024-09-11,0,"When I look at the aspirations of the American people, I think people are looking for a new way forward."
F_411,FF PAC,North Carolina,2024-11-03,0,"I will never forget what Donald Trump did when Hurricane Maria devastated Puerto Rico. As president, I will always fight for you."
H_263,Harris Campaign,Pennsylvania,2024-10-08,0,"I will never forget what Donald Trump did when Hurricane Maria devastated Puerto Rico. As president, I will always fight for you."
M_187,MAGA Inc,Pennsylvania,2024-09-21,1,"Four years ago, our country was feared and respected around the world. We will soon have that back. America is coming back stronger than ever."
H_208,Harris Campaign,Wisconsin,2024-10-01,1,Remember when gas was under two dollars? Remember when you could afford groceries? Remember when the border was secure? Trump delivered once. He'll deliver again.
H_327,Harris Campaign,Georgia,2024-10-31,0,"I'm not rich as hell. I work hard. I scrape to get by. Donald Trump wants to give tax breaks to billionaires, but Kamala Harris has plans to help us."
H_344,Harris Campaign,Georgia,2024-10-25,0,"The cost of living in America is still too high. You know it and I know it. We need new solutions, not old approaches."
T_039,Trump Campaign,Pennsylvania,2024-09-13,1,President President Trump rebuilt our military and restored American strength around the world. Our allies respected us. Our enemies feared us. We'll have that again.
T_030,Trump Campaign,Wisconsin,2024-11-04,1,He is strong. He is fearless. He is what this country needs right now. President President Trump will restore American greatness.
F_406,FF PAC,Pennsylvania,2024-09-27,0,Harris's IRS targeted tipped workers. She expanded audits on the middle class. Trump will end taxes on tips.
H_328,Harris Campaign,North Carolina,2024-09-25,0,"I'm a lifelong Republican and I voted for Trump twice, but I can't do it again. His tariffs made everything more expensive."
M_141,MAGA Inc,Pennsylvania,2024-11-02,1,"President Trump's policies were like rocket fuel to the economy, especially to the middle class. We need to bring back that prosperity."
H_223,Harris Campaign,Arizona,2024-09-19,1,"Like the heroes who built and defended this nation before us, we will never give up. We will restore our nation of, by, and for the people. We will Make America Great Again."
H_315,Harris Campaign,Michigan,2024-10-06,0,Protect Social Security. Trump's plan would cut benefits. Harris will fight for the benefits you earned.
M_181,MAGA Inc,North Carolina,2024-09-11,1,The Trump tax cuts put money back in your pocket. Your paycheck went further. Your family did better. Let's restore that prosperity.
H_373,Harris Campaign,Pennsylvania,2024-11-04,0,Trump's billionaire friends get richer while you pay more. Kamala Harris will cap the price of insulin at $35 a month.
T_022,Trump Campaign,Arizona,2024-11-03,1,"Return to peace through strength. Four years ago, our country was feared and respected. Under Trump, America will soon be feared and respected again."
F_441,FF PAC,Wisconsin,2024-10-27,0,America Forward Tax Credits for businesses that invest in key strategic industries. Steel. Biotechnology. AI. Semiconductors.
M_180,MAGA Inc,Pennsylvania,2024-10-12,1,The Trump tax cuts put money back in your pocket. Your paycheck went further. Your family did better. Let's restore that prosperity.
H_228,Harris Campaign,Pennsylvania,2024-11-01,0,Trump's billionaire friends get richer while you pay more. Kamala Harris will cap the price of insulin at $35 a month.
H_354,Harris Campaign,North Carolina,2024-11-03,0,"I will never forget what Donald Trump did when Hurricane Maria devastated Puerto Rico. As president, I will always fight for you."
T_086,Trump Campaign,Wisconsin,2024-11-03,0,Harris's IRS targeted tipped workers. She expanded audits on the middle class. Trump will end taxes on tips.
H_219,Harris Campaign,Georgia,2024-09-15,1,There was a time when you could fill up your tank without breaking the bank. When groceries didn't cost a fortune. President Trump will bring those days back.
H_368,Harris Campaign,Michigan,2024-10-17,0,Trump's economic policies would weaken the economy and hurt working people. He has no intention to grow our middle class.
H_309,Harris Campaign,Georgia,2024-10-23,0,Trump's billionaire friends get richer while you pay more. Kamala Harris will cap the price of insulin at $35 a month.
H_229,Harris Campaign,North Carolina,2024-10-02,0,Donald Trump's tariff policies are a massive tax on the American people. Working Americans would pay for it.
M_157,MAGA Inc,Nevada,2024-11-02,1,We created 7 million new jobs. It led to growth like we've never seen before. We created the greatest economy in history by far. We can do it again.
M_152,MAGA Inc,Nevada,2024-10-16,1,"Four years ago, our country was feared and respected around the world. We will soon have that back. America is coming back stronger than ever."
H_339,Harris Campaign,Pennsylvania,2024-10-06,0,Kamala Harris will fight to cap prescription drug prices. Medicare can finally negotiate. That's change that helps real people.
M_168,MAGA Inc,Nevada,2024-09-25,1,He is strong. He is fearless. He is what this country needs right now. President Trump will restore American greatness.
T_041,Trump Campaign,Michigan,2024-09-28,1,What we have built together is the greatest movement in history. We're uniting everyone who simply wants to do one thing: make America great again. I'm Donald Trump and I approve this message.
T_053,Trump Campaign,Arizona,2024-10-11,1,What we have built together is the greatest movement in history. We're uniting everyone who simply wants to do one thing: make America great again.
M_165,MAGA Inc,Arizona,2024-09-08,1,"Return to peace through strength. Four years ago, our country was feared and respected. Under Trump, America will soon be feared and respected again."
M_151,MAGA Inc,Arizona,2024-11-01,1,America was respected again on the world stage. Our voice mattered. Our leadership counted. We're going to restore that standing.
H_280,Harris Campaign,Michigan,2024-11-01,0,"When I look at the aspirations of the American people, I think people are looking for a new way forward."
